name,review,star,review_num,ave_star,positive?
투썸플레이스 서울숲역점,성수동 에서 보기 드문 프랜차이즈,5.0,282,4.0,0
투썸플레이스 서울숲역점,투썸 전에 개인사설카페로 운영을 할때부터 좋아하던 자리에요층 넓고 콘센트자리도 넉넉해서짬시간내서 커피마시면서 업무 보기 참좋은 곳,5.0,27,4.4,0
투썸플레이스 서울숲역점,별 하나도 아까움매장 관리 화장실 관리 엉망에 주문도 제대로 못 받고 매장 온도가 도라 너무 덥다고 하니 중앙난방 가동중이라는 뜬금없는 얘기만 함에어컨은 장식인가,1.0,4,3.0,1
투썸플레이스 서울숲역점,포레스트를 끼며 바라보는 석양이 아주 예술이네요,5.0,1,5.0,0
투썸플레이스 서울숲역점,너무 친절하세요ㅠㅠ 감사합니다,5.0,149,3.9,0
투썸플레이스 서울숲역점,사람이  좀 많음  그래도  넓고 깨끗해서 이용하기  좋음,4.0,1,4.0,0
투썸플레이스 서울숲역점,친절하고 넓어서 자주이용하게 됩니다,5.0,1,5.0,0
투썸플레이스 서울숲역점,깨끗하고 매장이 넓어요,5.0,1,5.0,0
리옹베이커리,사장님이 친절하시고 너무 맛있어요,5.0,1,5.0,0
리옹베이커리,또 가고싶을만큼 디저트도 분위기도 좋아요,5.0,192,4.0,0
리옹베이커리,디저트 필수 크림이 맛있다,4.0,28,4.4,0
리옹베이커리,밀푀유 너무너무 맛있어요입에서 살살 녹네요분위기도 좋고 엄마랑 서울 데이트 왔는데 맛있게 드셔서 행복한 시간 보냈어요,5.0,5,5.0,0
리옹베이커리,자몽에이드 위에 올려주는 셔벗이 존맛탱,4.0,772,2.9,0
리옹베이커리,케익은 조금 비싼 편이지만 그래도 정말 맛있어요 음료는 아아메 천원으로 비교적 저렴한 편 자극적이지 않지만 깊은 맛이에요 사장님도 엄청 친절하셔서 재방문 후 다른 메뉴도 먹어보고 싶습니다,4.0,10,3.7,0
리옹베이커리,테이크 아웃 안되는 파르페 너무 먹고싶다고 비쥬얼 상관없으니 테이크아웃 잔에 어떻게든 넣어서 주실 수 없냐는 진상일 수도 있을듯한 요청에 흔쾌히 알겠다고 해주신 사장님 감사합니다 본론으로 넘어가서 파르페 넘 맛있고 바닐라 무슨 티 였는데 이름을 까먹었는데 바닐라 향 나면서 너무 맛있었어요가게 깔끔하고 아담해요 그리고 골목 외진 곳에 있다보니 사람많고 정신없는 성수동에서 벗어난 듯한 기분이 들어서 좋더라구욤다음에 케이크 먹으러 재방문하고싶은 의사 있어욤,5.0,54,4.3,0
리옹베이커리,케익맛있고 사장님 너무 친절하세요,5.0,3,3.7,0
리옹베이커리,바나나케이크맛있더라구요,5.0,102,4.1,0
리옹베이커리,평가 보고 왔는데 정말 갠춘 좋은 원료 쓰시는것 같아요,5.0,2,5.0,0
리옹베이커리,진짜 카페 너무 이쁘고 생각보다 좁은데 의외로 자리는 많은 편이다 사장님 친절하시고 빙수도 맛있다,5.0,46,4.1,0
리옹베이커리,오레오 좋아하는 편 아닌데 시그니처 케익 정말 맛있었음커피는 보통 분위기도 괜찮음점원분 너무 친절함 손님 많지 않을 땐 자리는 조금 자주 비우시는 느낌,4.0,50,3.5,0
리옹베이커리,여기 케이크 시그니처 존맛탱 ㅜ 진짜 구석구석 신경쓴다는거 넘 잘 보이고 사장님 너무 친절하시구 카페 진짜 너무 귀여워서 후기 안보고 지나가다가 들렀다가 꼭 데이트하러 다시 가야지 하고 울고 나옴 여기 진짜 귀엽거든요 꼭 지나가다가 한 번 가보시길,5.0,82,4.4,0
리옹베이커리,케이크 스콘 다 맛있어요 사장님도 엄청 친절하세요 ㅎㅎ,5.0,95,3.5,0
아방베이커리 서울숲점,맛 무난  깔끔하고 직원 친절 다시 갈만 함,5.0,21,4.3,0
아방베이커리 서울숲점,커피도 맛있고 빵도 맛있음역시 기대를 저버리지 않음,5.0,81,4.2,0
아방베이커리 서울숲점,우유스콘하고 아메리카노 넘 맛있고 카페도 예뻐요 가성비는 보통,5.0,6,4.7,0
아방베이커리 서울숲점,빵 전시하는 특이한 곳 맛있는 편인데 가성비는 소소,4.0,354,4.2,0
아방베이커리 서울숲점,아몬드 크로와상 맛있당대추야자를 넣은 사워도우가 있다대추야자와 무화과가 들어간 사워도우가 있는데 무화과 사워도우와 비슷한 맛이지만 대추야자가 추가되어있어 훨씬 달고 부드러운 맛이 나서 좋았다,4.0,223,3.6,0
카나비스트릿,매연이랑 흡연냄새 때문에 어질어질 뚝섬에 카페가 이거 하나 남아도 가지마세용,1.0,20,3.6,1
카나비스트릿,이기적인 오토바이 타고 카페오는 흡연자들아보도 위에서 담배좀 그만 펴라 냄새 때문에 지나가는데 불쾌하다더불어사는 세상이다 나 혼자 좋다고 다가 아니다,1.0,22,3.5,1
카나비스트릿,블루베리 쉐이크  정말맛있네요향은 꾸덕한 블루베리요거트 맛이지만 맛은 가벼운 블루베리쉐이크였어요 블루베리의 맛이 진하게나고 곱게 갈아진 블루베리가 입안에서 환상적이었습니다인테리어나쁘지 않았어요 정확히는 그냥그랬는데음료맛이 너무 좋아서 재방문하고싶어지네요,5.0,510,3.4,0
카나비스트릿,너무 친절하심,5.0,12,5.0,0
카나비스트릿,무개념 오토바이를 부르는 민폐 카페 오토바이 소리 시끄러우면 다들 욕하려고 쳐다보는거 본인들만 모르는듯,1.0,63,3.3,1
카나비스트릿,친절하시나 전체적인 분위기가 안 밖 모두 라이더분들이 많이와서 그런지 제가 오면 안되는 곳 온 느낌이었소ㅋㅋㅋ 그리고 문이 열려있어서 전체적으로 소음이 많은 느낌이었소,2.0,7,3.7,1
카나비스트릿,라이더의 성지 다만 저도 라이더인데 지나가시는 라이더분들 제발 조용히좀 지나가주세요 민원 들어와서 이런곳 사라지면 저희만 손해입니다 제발좀 조용히 ㅠ,5.0,24,2.5,0
카나비스트릿,최악 돈아까워요 커피도 아무맛이 안나고 샌드위치는 천원인가 하는데 너무 부실하고 토스트는 그냥 전자렌지 돌린 식빵이네요 ㅠㅠ,1.0,9,1.9,1
카나비스트릿,거품도 넘 맛있고 에이드 시켰을때 얼음 조금주는 센스있는 직원분 있어서 좋았어요 콘센트는 거의 없습니다,4.0,195,3.8,0
필살기,루프탑 있고 분위기 좋고 카야토스트도 무난했음근데 커피는 모르겠음,4.0,438,4.2,0
필살기,분위기 좋고 조용하고 음료 양이 겁나 많음아이스음료는 스벅 벤티정도 사이즈로 나옴커피 딸기라떼 추천 산도 안 시키면 유죄타마고산도 말도안되게 부들탱글촉촉 난리남,4.0,105,3.6,0
필살기,예쁘고 분위기 좋고 양 많고 맛있다 딸기라떼,5.0,91,3.7,0
필살기,인테리어도 예쁘고 커피도 맛있어요,5.0,3,5.0,0
동빙고 성수점,물얼음이라 좀 별로였고 쿠키도 썩 맛있진 않았어요 팥빙수 먹어보면 좀 달라질 것 같기도 한데 유자빙수 밀크티빙수는 다시 먹지는 않을 것 같아요,2.0,182,3.8,1
동빙고 성수점,딸기빙수 미숫가루팥빙수 포장했는데 딸기도 상큼하니 너무 맛있고 의외로 딸이 미숫가루팥빙수를 독점하고 먹네요 역시 동빙고는 팥빙수가 최고인것 같아요더운 여름 에어컨 틀어놓고 빙수먹으니 겨울왕국이 따로 없더라구요 냉동실에 쟁여두고 더울때마다 먹어야겠어요 재구매의사 완전 있음요,5.0,1,5.0,0
동빙고 성수점,저 원래 단거 안좋아하는데 비도 오고 빙수는 안땡겨서 따뜻한게 먹고 싶어서 주문해봤어요위에 올라가는 고명이 제가 다 좋아하는거네요ㅋㅋㅋㅋㅋㅋ막 달지도 않고 팥도 살아있어서 저는 좋았어요 엄마아빠 드시면 좋아하시겠다 하고 생각나는맛이었어용근데 화장실이 멀어서 우산을 쓰고 가야하는거는 불편했어요ㅠㅠ목이 말라서 물 부탁했는데 키오스크에서 주문해서 사먹어야한다는점 참고하세요,5.0,1,5.0,0
동빙고 성수점,빙수파는 곳인데 파이랑 쿠키도 같이 파는 곳이었어요ㅎ 빙수 먹고 쿠키 선물줄려고 포장주문했더니 예쁜 쿠키박스에 담아주네요ㅎ 대만족입니다 선물받은 사람도 넘 좋아하더라구요,5.0,1,5.0,0
동빙고 성수점,밤도 직접 삶은 것 같고 건강해지는 맛이예요비오는 날 한끼 식사로도 좋을듯해요,5.0,1,5.0,0
동빙고 성수점,맛있음,4.0,305,4.7,0
포어플랜,정말 너무너무 춥다 건축인들이 모여 지은 공간이라 했다고 들었는데 난방이 이렇게 최악일 수가 히터를 좀 더 올리던지 통유리벽에 열이 빠져나가지 않도록 커튼단열할 수 있는 수단을 설치하던지 얼어 죽을 거 같아요 진심 공부하는데 잠은 안와서 좋지만추가 수정사항화장실에 손씻다가 동상걸리는 줄 알았어요  밝기조절조명인건 좋은데 기본적인 것도 신경써주면 좋았을 거 같아요자동 열고 닫히는 문도 비효율적이에요 나갔다 들어오면 바로 닫혀지지 않기 때문에 초간 추가로 굉장한 열손실 발생하는 자동 문 차라리 자그마한 이중문으로 하던가 아니면 수동으로 열고 닫히는 문이었으면 좋을 거 같아요 옆에 자리도 배치했는데 여기 앉는 손님들 불쌍해요,1.0,4,1.8,1
포어플랜,공간만큼 맛에도 신경쓰라는 아래 후기에 격하게 공감합니다 커피 맛있다고 리뷰 다신 분들께는 죄송하지만 그분들의 미각을 의심하게 될 정도입니다 일행과 이게 맞나 하며 서로의 커피를 번갈아마시다 결국 절반도 채 못 마시고 나왔습니다 공간 분위기 좋고 직원분들도 친절하지만 맛 때문에 재방문 의사는 없습니다,2.0,1,2.0,1
포어플랜,바질 밀크쉐이크 맛남,5.0,10,4.7,0
포어플랜,말렌카케이크 강추 분위기 따뜻하고 좋아요,5.0,25,4.2,0
포어플랜,분위기는 좋은데 막 건축인 느낌 은 아니고 그냥 이쁜정도 커피 맛있음 근데 꽤나 추움,4.0,64,4.3,0
포어플랜,분위기는 좋은데 맛은 그닥 케이크가 인공적으로 단 맛이라 별로였어요 공기가 건조해서 그런지 금세 버석버석해지고 촉촉해야 그나마 좀 맛있을 것 같은데 ㅠ 여튼 별로였습니다 그리고 너무 추웠어요 ㅜㅜㅜ 문 열릴 때마다 추워 죽는 줄 알았네요,2.0,10,3.8,1
포어플랜,숏컷 단발 알바분이 여러모로 불친절합니다,2.0,7,3.4,1
포어플랜,칵테일은 이게 만원인데 그정도 퀄리티가 아님,2.0,5,3.6,1
포어플랜,분위기는 좋은데 추워도 너무 춥다,1.0,214,3.4,1
포어플랜,공간 분위기 너무 좋았고 친절한 직원분 덕분에 친구와 편하게 수다 떨다 왔어요 재방문 하고 싶어요 다른 메뉴로 파는 브런치들도 다음에 먹으러 갈게요,5.0,1,5.0,0
포어플랜,의외로 커피맛집임,5.0,1,5.0,0
포어플랜,겉만 번지르르 하겠지 했는데 커피가 맛있다면 움쪽쪽,5.0,32,3.9,0
포어플랜,공간 만큼 음식 수준에도 신경 쓰시길 음식 수준은 형편 없음,2.0,20,2.0,1
카모플라쥬,커피는 꽤 맛있는데 갈때마다 일하는 여직원분이 항상 표정이 굳어있고 대답이나 인사도 잘 안하시는 등 퉁명스러워서 재방문이 꺼려지네요 그리고 손이 험하셔서 설겆이 소리 엄청 쾅쾅거리고 쨍그랑거려요 작은 매장인데 엄청 신경쓰여요,2.0,169,2.3,1
카모플라쥬,라떼가 맛있는 집북적거리지도 않고 공간이 크지는 않지만 잘 활용한 느낌,5.0,9,4.9,0
카모플라쥬,맛있어요,5.0,203,2.9,0
카모플라쥬,넓진 않지만 충분히 편안한 공간에 커피가 맛있습니다에스프레소 필터커피 가릴 것 없이 항상 만족스러웠습니다 사장님 친절하셔요,5.0,42,4.2,0
카모플라쥬,커피 너무 맛있는데요 이틀 연속 갔어요 노래도 좋고 분위기도 좋고 짱짱 매일가고 싶어요블루리본 신뢰하는 편인데 블루리본도 있더라고요 블루리본 신뢰도,5.0,14,4.7,0
카모플라쥬,맛있는 커피이,5.0,207,4.2,0
카모플라쥬,라떼가 넘 맛나요 노래소리 조금만 줄여주시면 더 좋을듯,5.0,288,4.1,0
카모플라쥬,최고,5.0,70,3.6,0
카모플라쥬,자주가는 곳커피를 판다기보다갬성을 파는 곳그라피티 싹 지우시고깔끔함과 갬성을 동시에 챙기는 곳중 이 좋아하는 곳 같아요뭔가 가면 영해지는 느낌아 댓글 달면서 현타오네,4.0,107,3.9,0
카모플라쥬,친절하심커피 맛 괜찮음후기들의 극찬정도는 아님,4.0,69,3.6,0
카모플라쥬,커피 넘 맛있었던  온더 디저트점에서 빵 사고 가서 먹을 수 있어서 너무 좋았어요 분위기도 너무 좋고 앞으로 성수 갈 때마다 갈 것 같아요,5.0,3,5.0,0
카모플라쥬,맛있는 롱블랙,5.0,3,3.3,0
카모플라쥬,작고 의자가 편하진 않지만 깔끔하고 커피 맛있어요,5.0,109,4.1,0
카모플라쥬,최고의 음악 선곡 최고의 스피커 최고의 커피 사장님 직원분들 응대도 적당해서 좋아요 뭐 하나 빠지는게 없습니다 오래 오래 해주셔야해요,5.0,21,5.0,0
카모플라쥬,다 마셔보고싶어짐 떠가야지,5.0,35,4.4,0
카모플라쥬,오랜만에 맛도 응대도 좋았던 곳드립도 라떼 넘 맛나게 먹었습니다원두 설명도 잘해주셨어요굳굳,5.0,232,3.7,0
카모플라쥬,친절하고 맛있어요아침 일찍 여는 것도 좋아요출근길이 행복해요,5.0,14,5.0,0
카모플라쥬,카페모카 맛집,4.0,26,2.3,0
카모플라쥬,이 집 라떼 미쳤어요  사장님 완전 친절하십니다 친절한 바리스타  친절한 맛 걍 최고죠 ㅠ,5.0,21,4.5,0
카모플라쥬,분위기두 힙해서 좋구 커피두 맛있어요,5.0,142,4.1,0
카모플라쥬,한국의 힙이 어디에 있냐고 물으면 고개를 들어 카모플라쥬를 보라,5.0,7,4.1,0
카모플라쥬,친절하고 맛있다 무엇보다 인생 라떼 맛집 라떼 하나만을 위해서라도 올 것 같다,4.0,280,3.4,0
카모플라쥬,낯선메뉴가있어 고민하고있었는데 직원분이 먼저 모르는 메뉴는 물어보라하시고 어떤 커피 좋아하시냐고 메뉴 추천도 해주셨습니다 너무 친절하셔서 기분이좋았습니다 작은 카페지만 한적한 골목에있어 복잡하지않고 여유를 느낄수있었고 추천해주신 커피맛도 좋았습니다,5.0,4,4.8,0
카모플라쥬,이곳의 시그니처 음료가 유명하다해서와보았습니다망고비어라는 음료인데에쏘와 탄산수망고음료를 섞어마시는이곳만의 메뉴입니다톡쏘며 향긋한 망고향이 코끝을 스치면서에쏘의 향이 휘몰아치는데음어딘가 조금 덜 조화스러움이살짝 아쉬움이 남습니다힙한 공간과 힙한 동네 한번쯤 들러볼만한매력은 있습니다,4.0,235,3.9,0
카모플라쥬,시그니쳐커피 망고비어 정말 맛있어요 꼭 추천 ㅜㅡㅜ 제가 힙합을 좋아해서 그런지 나오는 노래가 다 너무 좋고 커피도 맛있고 공간도 넓지않은데 탁트인느낌이라 편해요,5.0,270,3.5,0
카모플라쥬,맛있는 커피 힙한 느낌,5.0,19,4.7,0
카모플라쥬,매장이 좁기는 하나 커피 하나는 정말 맛있었습니다좁은 느낌을 싫어하시는 분들은 테이크아웃하면 좋을 것 같습니다,5.0,6,4.5,0
카모플라쥬,커피는 맛있는데 힙합 음악 소리가 너무 커서 저랑은 잘 안맞았어요 그치만 커피는 잘 하십니다,4.0,234,4.0,0
카모플라쥬,라떼가 맛있게 느껴진 곳은 처음,5.0,71,2.9,0
윈야드 성수,맛있는 커피와 꼼꼼한 큐레이팅내 취향에 맞게 마시고 싶은 커피를 찾아나간다주문 방식부터 색다른 경험을 받을 수 있고 카페를 나가기까지 그 느낌이 이어진다의자 편함 인테리어 깔끔디저트는 천원대 쏘쏘재방문 의사,5.0,101,4.0,0
윈야드 성수,맛있어요,5.0,36,3.5,0
윈야드 성수,사람이 몰린 시간에 방문하면 대기 때문에 답답할 순 있겠습니다회 방문했고 모두 여유로운 시간대였기 때문에 친절한 응대가 만족스러웠습니다커피는 아주 좋았던 적도 있고 그냥 괜찮았던 적도 있습니다 바리스타 별로 편차가 꽤 있는 건가 싶기도 하고 항상 다른 원두로 시켰기에 그 차이겠거니 생각합니다,5.0,42,4.2,0
윈야드 성수,주문을 기다려야하는 시스템이 한국 정서에 안 맞는 것 같아요 커스텀해준다고 하는데 따뜻한 티는 없구 가격대비 별로였어요 다시는 안올듯,1.0,131,3.7,1
윈야드 성수,친절하시고 메뉴 설명을 자세히 해주시네요ㅎㅎㅎ자주 갈것같아요,5.0,3,5.0,0
윈야드 성수,낮과 저녁의 다름이 확실한 곳 낮취향에 맞는 커피를 즐길수 있는 곳 저녁내츄럴 와인 셀렉션으로 시작하고 진심이 담긴 다채로운 디쉬를 즐길 수 있는 곳앞으로가 더욱 기대됩니다,5.0,6,4.2,0
윈야드 성수,연희점에 이어 성수동 지점도 오게 되었다 커피 주문시 커피맛이 상상이 되도록 잘 설명해 주시고 커피도 정성을 드려 내려주신다 오후시에 카페는 종료하고 시부터는 와인바로 운영되고 있는 듯 하다,5.0,28,5.0,0
윈야드 성수,설명이 디테일하면서 간결하고 좋은 첫인상이었다 서비스를 포함시켜 보아도 가격 대비 커피 양은 살짝 적다 커피는 설명해주신대로 비슷한 맛이 났고 맛있었다,4.0,95,3.8,0
윈야드 성수,아싸  등  굳굳,5.0,6,5.0,0
라프레플루트,친절해서 좋은 집 옮긴 후에도 꾸준히 감,5.0,172,2.6,0
라프레플루트,두시간 기다렸는데 재료소진으로 마감 대기를 애초에 받지 마시든지요,1.0,55,3.6,1
라프레플루트,가격만 보고 비싼다고 생각했는데 먹어보니 안비싸요 성수 갈 일 있으면 또 가고 싶어요,5.0,31,4.3,0
라프레플루트,진짜 존맛탱ㅎㅎ가격이 살짝 사악하지만 호텔 망고 빙수 생각하면 그렇게 또 사악한 것 같진 않아요 맛있었어요,5.0,13,3.2,0
라프레플루트,냠냐미가 좋아했어요 우유얼음 망고 맛있다,5.0,3,5.0,0
라프레플루트,애플망고 진짜 달고 맛있어요 우유얼음도 부드럽고 골고루 달달해요 같이 주시는 팥도 맛나요,5.0,45,5.0,0
라프레플루트,생망고빙수 매일먹고싶은맛,5.0,6,5.0,0
라프레플루트,여기 망고빙수가 맛이없다면 입이 이상한거임 우유얼음이 진짜맛있음,5.0,5,3.6,0
라프레플루트,월에 망고빙수 먹었는데 제가 먹어본 망고빙수 중 제일 맛있었습니다 제 입엔 신라보다 더 맛있었어요,5.0,48,2.6,0
라프레플루트,현존하는 망고빙수집 중 제일 맛있음사장님도 엄청 친절하시고 매장 매우 깨끗,5.0,88,4.1,0
라프레플루트,참고하시길분 웨이팅 걸어둠 웨이팅번호번  앞에명시 오픈후 팀입장하여 앞에팀남음어플에서 예상 대기시간 분이라 나오지만현실 시입장 시간대기분명 번째인데 중간 포장 손님때문에 베이커리같은경우 못먹음애플망고빙수 괜찮음 가성비굿스무디같은경우 흔히먹는시럽을 안넣는지프렌차이즈음료에 적응되어있다면 밋밋할수도있음본인은 멜론스무디먹음 그렇다고 별로는아님,4.0,87,4.2,0
라프레플루트,인생 망고빙수 였어요 테블릿에 몇번까지 주문되는지 웨이팅할때 미리 붙여줘서 편했어요 늦게가서 못먹을줄 알았는데 노쇼가 많았는지 분 웨이팅하고 먹었어요 애매한 시간인 시쯤 가는거추천해요 재료소진만 안된다면 ㅠ,5.0,1,5.0,0
라프레플루트,뙈약볕에 카카오로 대기 넣고 기다리고 있는데 번호가 번쯤이었음 혹시나 해서 매장 들어가서 물어봤더니 번 이후로는 애망빙 못먹는다는 소리를 들음 이미 분 정도 기다렸는데 그래서 봤더니 대기 넣는 패드 스탠드에다가 종이만 붙이고 얘기 안해서 대기 하던 사람들 아무도 모름 그러면 테이크 아웃은 대기 안해도 가능하냐 했더니 된다고 해서 메뉴 고르는데 고르는 메뉴마다 안된다고 함 재고 파악 안 하시나요ㅠ 결국 되는 메뉴는 두갠가 뿐이어서 그거 사들고 나오는데 내가 이 고생을 하면서까지 이걸 먹어야하나 싶었음 대기하면서 주변사람한테 물어보니 시 전에 왔다고 함 내가 물어본 시간이 거의 시 분인가 그랬음 그리고 그 분은 시간 넘게 긴긴 대기 후에 먹으러 들어갔음 좀 가게 운영을 체계적으로 할 필요가 있다고 생각 직원마다 가게 시스템에 대해 말하는게 다 다름 가게가 작고 그보다 손님이 많아서 시행착오가 있을 순 있으나 앞으로 장사하시면서 변할거라 기대해 봅니다 일단 직원분들은 친절합니다 그리고 애망빙 드실 분들은 오픈런 하세요 재고가 아주 적어서 시 이후에 가면 못먹을 가능성이 매우 큽니다 근데 전 그냥 신라호텔가서 에어컨 바람 쐐면서 대기하다가 돈 더내고 편하게 먹겠습니다,1.0,4,3.5,1
라프레플루트,맛은 다섯개인데 공간이 너무 협소해서 아쉬움,4.0,30,3.4,0
라프레플루트,신라호텔 망고빙수랑 견주어도 손색이 없어여유 ㅜㅜ그만큼 맛있었음 망빙좋아하면 여기추천임  기다린보람있음ㅠㅠ 인위적 시럽맛이안느껴지고 생과일 과즙맛이 진짜 신선하고 맛있어요 ㅜㅜ,5.0,1,5.0,0
라프레플루트,음료로 테이크아웃하려고 갔는데 가게 오픈하고 테이크아웃도 번호 대기하고 기다려야하냐고 물어보니 순서대로 만들고 있어서 번호 대기해야된다고 답변을 들음대기시스템에 등록해놓고 기다리고 있는데 톡으로 알림도 안주고 그 다음 번호 주문을 받는게 아니겠음 분을 기다리고 있는데 기다린게 아까워서 먹고 가려고 주문하고 앉아서 보니까 우리 다음 번호 먼저 빙수 가져다주고 다른 테이크 아웃 손님들은 번호 대기없이 그냥 들어와서 주문하고 받아감 ㅎ 우리가 뭘 잘못한 줄 알았음 대단한 서비스를 바란 것도 아닌데 대기 등록하고 알림받고 주문하고 음료 받는게 이렇게 기분 나쁜 일인지 처음 알았음,1.0,2,3.0,1
라프레플루트,빙수맛집이래서 갔는데 역시나 존맛마감쯔음에 내일출시제품이라고 서비스로 복숭아스무디를 뙇 진짜 맛있네요 재방문의사,5.0,1,5.0,0
라프레플루트,망고빙수 신세계인듯 ㅋ 첨 먹어보는 맛 느낌 직원분들 친절하심 재방문의사 있음,5.0,6,3.0,0
라프레플루트,수박주스랑 멜론주스 존맛탱 ㅠㅠㅠ너무맛있어용 ㅎㅎㅎㅎ진짜 과일맛여태까지 먹은 과일주스들이랑 비교가안되네여,5.0,1,5.0,0
라프레플루트,신라 망빙보다 나아요,5.0,84,2.8,0
라프레플루트,오늘 휴무도 아니고 영업시간도 확인하고 갔는데 문닫혀있더라구요 멀리서 왔는데 심지어 비오는 날 추워서 커피마시고싶다는 친구 데리고 갔는데 진짜 문닫혀있는거보고 친구한테 미안했음 양말젖어가며 갔는데 당황스럽네요급하게 인스타계정 들가니 아무얘기없더라구요 가게문을 닫으면 문에 뭘 붙여놓던가 아님 인스타에 미리 알려야하는거아닌가요손님한명쯤이야 장사하시는데 큰문제없겠지만 기분이 너무 상해서 올립니다,1.0,40,3.3,1
라프레플루트,너무 맛있어요,5.0,23,4.5,0
라프레플루트,망고시럽맛 진짜 싫어하는데이건 진짜 망고를 통으로 갈아넣은 맛이에요,5.0,3,5.0,0
에디션덴마크 서울숲쇼룸,심신의 안정이 필요할 때,5.0,32,4.4,0
에디션덴마크 서울숲쇼룸,브런치 메뉴가 자주 바뀌나봐요 먹으려고 했던 메뉴가 없었지만 브런치 다 맛있어요자리는 조금 불편한 채광이 진짜 좋아요,5.0,33,2.7,0
에디션덴마크 서울숲쇼룸,낮에 가니까 채광도 너무 좋고 분위기도 따뜻해요 화이트 템플 티 아이스 루이보스 바닐라 밀크티 오픈 샌드위치 먹었는데 다 맛있었어요화이트 템플 티는 상큼해서 좋았고 루이보스 바닐라 밀크티가 정말정말 맛있었어요 보통 바닐라가 첨가된 차를 마시면 느끼하다고 느낀 적이 많았는데 이건 정말 부드럽고 적당히 달달했습니다 오픈 샌드위치는 먹기는 불편했는데 허브가 첨가된 마요가 정말 맛있고 신선했어요직원분들도 엄청 친절하시고 위치도 좋아서 또 오고 싶네요ㅎㅎ,5.0,39,4.6,0
에디션덴마크 서울숲쇼룸,커피 티 브런치 디저트 하나하나 정성이 느껴져요 직원분들도 정말 친절하셔서 기분 좋은 시간 보내고 왔습니다,5.0,1,5.0,0
에디션덴마크 서울숲쇼룸,직원분들의 친절한 응대와 따뜻한 분위기의 매장이 너무 인상깊었어요 성수올때마다 방문 할듯,5.0,8,3.1,0
에디션덴마크 서울숲쇼룸,따뜻한 공간 맛있는 커피 친절한 응대,5.0,42,4.2,0
에디션덴마크 서울숲쇼룸,역시 최고 최고,5.0,7,3.1,0
모멘토,별로네요,1.0,6,1.0,1
모멘토,너무 친절하시고 좋아요 약간 동네 갬성카페 느낌  딸기라떼였나 딸기우유가 진짜 도른맛 휘낭시에도 맛있는데 커피는 산미 돋아서 좀 아쉬워요ㅜ,4.0,161,4.4,0
모멘토,남정네 명이서 갔는데 조용하고 커피도 맛있고 브라우니는 겉바속촉 미쳤고 분위기도 미쳤어요와중에 오늘 휴가나온 군인 친구 왔을때 명 다 감동했습니다 사실 명 다 군인이에요 사랑합니다 사장님,5.0,21,4.8,0
모멘토,동네 구석에 숨겨진 보물을 찾은 느낌사장님 친절하시고 한적한 주택가에 감서있고커피 잘 모르지만 맛있고 디저트도 훌륭합니다솔티드카라멜휘낭시에 존맛,5.0,99,4.4,0
모멘토,맛있고 디저트 빵들도 좋아요 가깝다면 더 자주 가고 싶어요 친절한 서비스도 좋습니다,4.0,7,3.4,0
모멘토,다녀본 모든 카페를 통틀어도 단연 손에 꼽는 기분 좋은 경험옮기고 나선 좀 아쉽긴 합니다 서울숲에서의 분위기가 저한테는 너무 좋게 각인되어 있어서 그럴 지도 모르겠습네요 근데 커피는 확실히 마켓레인 쓰던 시절이 더 좋았어요,5.0,42,4.2,0
모멘토,맛나요,4.0,31,4.1,0
모멘토,친구가 배달시켜줘서 먹어봤는데 휘낭시에가 너무 맛있네요 커피는 산미가 있는 편인데 디저트랑 잘 어울려요,5.0,51,3.9,0
모멘토,커피도 맛있지만 휘낭시에  까눌레 솔티드카라멜 조각케익등등 다 맛있어요  영업시간을 조금 더 늘려주시면 좋겠어요 ㅠㅠㅠ,5.0,19,4.6,0
모멘토,요새 성수동 비싼 카페들은 맛이 다 똑같은듯,1.0,50,2.9,1
모멘토,역시는 역시,5.0,6,5.0,0
모멘토,휘낭시에 맛나요 별 하나는 좌석이 불편하기 때문,4.0,20,4.0,0
모멘토,커피도 맛있고 휘낭시에 맛있고 쿠키도 맛있고 게다가 친절,5.0,105,3.6,0
모멘토,친절하고 너무 맛있어요,5.0,101,4.4,0
모멘토,양은 적지만 맛있고 깔끔함 커피,4.0,167,3.6,0
모멘토,화이트라떼플랫화이트 마셨는데 맛이 너무 평범하고 밍숭맹숭 하달까 해서 실망했어요,2.0,95,2.6,1
모멘토,오랜만에 마신 맛있는 커피에 기분이 정말 좋았네요,5.0,6,3.0,0
모멘토,커피도 맛있고 설명도 친절하게 잘 해주시고 잘 알고 마실 수 있어서 좋았어요 라떼가 정말 맛있었고 공간도 예뻐서 좋았어요,4.0,41,4.1,0
모멘토,커피가 조금 비싸지만 공간이 좋고 맛도 좋당 굿,5.0,409,3.7,0
모멘토,커피가 너무너무 맛있어요 무엇보다 직원분들이 진짜 친절하셔서 또 오고싶을 정도입니다 휘낭시에도 짱맛 ㅠㅠ 완전 최고,5.0,5,5.0,0
모멘토,롱블랙 플랫화이트 모두 잘마셨습니다,4.0,795,3.4,0
모멘토,커피에 대해서 잘 설명해주셔서조용히 커피 잠깐 즐기고 가기에 좋아요가게는 작은데 분위기도 좋고커피 잘 마시다가 가요,5.0,3,4.7,0
