,store_name,review,star,id_count,id_star,sentiment
365,커피앳웍스 양재역점,빵 맛있고 공부하기 좋음,5.0,186,4.8,0
366,커피앳웍스 양재역점, 브랜드의 멋진 카페입니다,5.0,25,2.0,0
367,커피앳웍스 양재역점,프랜차이즈 중에 젤맛잇는것같음,4.0,213,3.9,0
368,커피앳웍스 양재역점,콜드브루 맛나요,5.0,74,4.4,0
369,커피앳웍스 양재역점,문신한 알바 불친절 주문하는데 인상쓰고 한숨 쉼 다신 오고 싶지 않음,1.0,1,1.0,1
370,커피앳웍스 양재역점,깔끔하고 맛있음,4.0,101,3.5,0
371,커피앳웍스 양재역점,카공하기 적합단층 창가자리에만 콘센트ㅇ하고 간단히 식사하기 좋은 메뉴들이 꽤 있습니다 커피 가격대는 싸진않고천원대 냉방이 아주 잘되어있으니 겉옷 챙기시는게 좋겠습니다,4.0,7,3.9,0
373,커피앳웍스 양재역점,창가 자리에서 노트북 하기 좋고 쾌적해요ㅎㅎ 딸기 타르트 맛있어요,4.0,127,3.9,0
376,커피앳웍스 양재역점,디카페인 드립커피 넘 마싯 산미없댜,5.0,57,4.6,0
377,커피앳웍스 양재역점,직원이 친절하고 커피맛도 좋았습니다 분위기도 좋고 의자가 편해서 종종 갑니다 ,4.0,2,4.5,0
378,커피앳웍스 양재역점,양재역에서 마음에드는 체인점,4.0,41,3.9,0
379,커피앳웍스 양재역점,내돈내산 내돈내먹 카페 찾아 헤매다가 우연히 발견해서 가봤는데 분위기도 괜찮고 친절해서 좋았어요  커피 맛도    금 커피앳웍스 인 주문 메뉴 시나몬카푸치노   블랙티 얼그레이   총합계금액  권꽁치 꽁치필름 꽁치그라피 양재동카페 양재역커피맛집커피앳웍스 ,5.0,401,4.8,0
380,커피앳웍스 양재역점,맛있어잉,5.0,10,4.1,0
381,커피앳웍스 양재역점,몰튼 초콜릿 맛있어용,5.0,95,3.9,0
382,커피앳웍스 양재역점,친절하고 커피 맛있어요 좌석 층까지 있고 좋아요 다만 커피 양이 조금 적은듯 ㅜㅜ,4.0,13,4.6,0
383,커피앳웍스 양재역점,샌드위치 기대안했는데 맛있어요,4.0,143,4.4,0
384,커피앳웍스 양재역점,맛은 그럭저럭 서비스 심각히 나쁨,2.0,207,2.9,1
385,커피앳웍스 양재역점,여기 연어샌드위치 넘 맛있어여 계속생각나네요 오늘 저녁에 먹으러 갈꺼에요,5.0,2,5.0,0
386,테라로사 예술의전당점,사람은 많은데   손님들이 자리없어서 눈치게임 해야함,1.0,22,3.6,1
387,테라로사 예술의전당점,맛없습니다 커피 티백을 물에 세번쯤 우린 맛나요,1.0,5,1.8,1
388,테라로사 예술의전당점,커피 맛있고 분위기 좋아요 너무 사람 많을 때는 좀 그렇고 평일엔 괜찬아요 친절하진 않아요,4.0,15,3.3,0
389,테라로사 예술의전당점,사람 항상 너무 미어터지지만 ㅠㅠ 라떼 맛때문에 계속 가게돼요,5.0,55,3.7,0
391,테라로사 예술의전당점,테라로사 중에 가장 불만족,2.0,39,3.7,1
392,테라로사 예술의전당점,분위기 괜찮구 맛도 있음그치만 하 십알 사고나서 해피포인트 적립 물어보길래  했는데 임 가맹점이 무슨 죄겠냐마는 고려하세요,2.0,83,4.0,1
393,테라로사 예술의전당점,도심의 분주함 속에서도 평온함을 느낌부드러운 산미의 커피도 좋았음예당 산책 추천,4.0,23,3.7,0
394,테라로사 예술의전당점,이제는 프랜차이즈가 되어버린 스페셜티,2.0,216,3.6,1
395,테라로사 예술의전당점,간지는 좀 됐는데 직원분이 엄청 친절한 경험 있어서 오랜만에 남터오는길에 남깁니당 테이블이 삐걱거린다고 테이블 뒤집어서 높이 조절해주심 감동이었슈,5.0,1,5.0,0
396,테라로사 예술의전당점,분위기ㅜ괜찮고ㅠ맛있어요 다만 점심 시시까지는 시끄러울 수 있습니다 그리고 제발 부탁인데 창가쪽 인석은 제발 인이 앉게 해주세요 굳이 왜 인석에 의자 붙여서 둘이 같이 앉는거임 같이 오셨다면 그냥 다른 테이블로 가주세요,5.0,110,4.1,0
397,테라로사 예술의전당점,커피 맛있고 저는 여기 티라미수도 맛있었어요,5.0,38,4.7,0
398,테라로사 예술의전당점,근처에 개인카페 유명한데 많으니 다른데로 가세요 여기는 직원들 서비스가 갈때마다 불친절 물론 사바사겠지만 오늘 최악이었음주문받으시는 여자직원분 마스크를 뚫고 나오는 언짢은 표정에 쇼케이스에 케익 글씨가 잘 안보여서 짚으면서 이것도 같이 주세요 했는데 이거라는게 뭐죠 이러길래 내 두눈과 귀를 의심함 같은 직종에서 일해봤지만 직원이라면 메뉴랑 위치 확인정도는 되어있어야하는거 아닌지 목하나 까딱 안하고 손가락으로 주문만 받으려는 태도에 진짜 황당했음손님이랑 싸우려는 태도인지 의문이 들정도임 사람이 많은 시간도 아니었는데 왜 이런 서비스를 받았는지 이해안감 커피맛도 그럭저럭인데 직원 서비스 생각하면 커피값 좀 내려야할듯 공식 홈페이지에는 문의사항 올리는데도 없고 리뷰들 찾아보면 직원들 불친절하다는 글 진짜 많은데 보시고 직원분들 교육 좀 시키세요 커피값 싼것도 아닌데 그값을 지불하고 서비스 이용하는 고객들 생각도 좀 하시고요,1.0,8,2.8,1
399,테라로사 예술의전당점,여자직원분  교육좀  김대표님 얼굴에 먹칠하지마세요 진심  인성에 문제 있음 서비스업 안맞으면 하지마세요,1.0,16,2.0,1
400,테라로사 예술의전당점,역시는 역시 친구랑 같은 거 주문했는데 친구 음료만 나와서 주문 들어갔나 확인해달라 했는데 역시나 주문이 안들어가있었네요 죄송하다 이런말 다 짤라먹고 돌아온건 취소해드려요 마치 내가 잘못한 듯내가 주문 잘못받은 듯내가 주문표 못보고 음료 못만든 듯서비스 왜 이따구죠바쁘다고 정신 없다고 과연 핑계가 될까요끝까지 취소하려면 음료 들어가기 전에 빨리하라고 드러워서 그냥 취소했는데 카드 받고 영수증 주는 와중에도 죄송하단 한마디 없네요 직원인지 알바생인지 그따구로 일하지 마세요 어차피 할 수 있는게 주문 받는 것 밖에 없을 텐데ㅋ,1.0,23,4.3,1
401,테라로사 예술의전당점,대기 할 때 테라로사 커피 마시면 기부니 조크든여근데 사람이 너무 많음,4.0,190,3.5,0
405,테라로사 예술의전당점,맛친절가격양 종합처음 가격과 양에  지만 맛이 커버해주는 집아아 첫맛은 산미에 가벼운 쓴맛 끝맛은 고소함라떼는 깔끔 가벼운 맛 피칸파이와 함께라면피칸파이는 달지 않고 좋다 캐라멜 꾸떡공연전 다 같은 마음인지 북적북적음료 대기가 긴편이고 자리 회전은 좋은 편인듯,4.0,263,3.2,0
408,테라로사 예술의전당점,분위기 좋고 커피도 맛있어서 전시 보기전에 들리면 좋은곳,5.0,39,3.1,0
410,테라로사 예술의전당점,굿굿 좋아용,4.0,138,4.4,0
411,테라로사 예술의전당점,대기시간 완전 헬창,1.0,33,2.2,1
412,테라로사 예술의전당점,한가할 때 가면 라떼 진짜 맛있음,5.0,7,5.0,0
413,테라로사 예술의전당점,분위기가 좋음,4.0,43,4.0,0
414,테라로사 예술의전당점,항상 잘 마시고 있어요 분위기 갑  ,4.0,155,4.1,0
415,테라로사 예술의전당점,까눌레가 정말 맛있어요 음료도 일부러 단 것들로 시켰는데 음료보다 디저트를 더 많이 먹을 정도로 디저트 맛집이었습니다,4.0,12,3.7,0
416,테라로사 예술의전당점,분위기 좋고 커피 맛도 좋은데 피칸파이 가격 넘 비싸요ㅜㅜ,4.0,343,3.7,0
417,테라로사 예술의전당점,분위기는 좋은데 맛이 너무 애매함ㅋㅋㅋ,2.0,50,3.5,1
418,테라로사 예술의전당점,까눌레 최고,5.0,26,3.5,0
419,테라로사 예술의전당점,인생 라떼 ,5.0,179,4.4,0
420,테라로사 예술의전당점,가야는 이유  현재 커피 체인 중 가장 낫다안가는 이유  사람이 많다 비싸고 양적음,4.0,"3,529",3.3,0
421,테라로사 예술의전당점,오늘의 드립 피칸파이,4.0,627,4.0,0
422,테라로사 예술의전당점,아이스라떼 진하고 향도 좋아요 피칸파이가 달지 않고 바삭한게 신선한 맛 같이 먹으니 기분도 좋아지고 에너지 업,4.0,1,4.0,0
423,테라로사 예술의전당점,커피는 괜찮고 빵류는 좋은 재료지만 맛이 조금 부족함 베이커리만 좋으면 딱인데 아쉬움,4.0,66,4.5,0
424,타르타르 강남역점,이프가 왜 나오는지 모르겠는 정도로 타르트가 아주 딱딱합니다맛은 보통,1.0,2,1.0,1
425,타르타르 강남역점,타르트 안에서 비닐조각 같은게 나와서 다 버렸어요,1.0,1,1.0,1
426,타르타르 강남역점,비싼거에 비해 엄청 빵이 퍽퍽하고 창렬임 커피맛도 걍 그럼,1.0,53,3.0,1
428,타르타르 강남역점,맛 없고 비싸요라떼시켰는데 못마실만큼 뜨겁고 표면에 우유막이 껴있음바닥청소 안하는지 머리카락도 많이 떨어져있고직원도 외국인이시고 재방문의사 없습니다,1.0,12,4.1,1
429,타르타르 강남역점,굿굿,4.0,194,4.4,0
432,타르타르 강남역점,타르트는 맛있는데 아메리카노 끔찍 원두 가루 아래에 날라다님,1.0,18,1.9,1
434,타르타르 강남역점,소형초콜릿 타르트였나 맛있어요,5.0,12,3.1,0
435,타르타르 강남역점,존맛 근데좀비쌈,5.0,34,3.1,0
436,타르타르 강남역점,맛있지만 비쌉니당 레몬머랭타르트 먹었는데 위에 머랭은 딱 마시멜로 맛이었어요,4.0,79,3.9,0
437,타르타르 강남역점,재방문의사 인생타르트예요 가격대가 있긴하지만 ㅈㅁㅌ,4.0,201,3.5,0
439,타르타르 강남역점,사용가능한 매장임을 확인하고 갔으나 구매한 쿠폰 사용 못한다고 메니저급 되보이는 직원이 손님을 분을 기다리게 하고 앞에서 분가량을 본사직원 이랑 통화하면서 다른 이야기나 함 결국 자신네들이 못 받아준다함 서비스 정신이 꽝 다시는 방문안할것,1.0,10,3.3,1
440,타르타르 강남역점,친절함,5.0,63,4.6,0
441,타르타르 강남역점,맛있는데 너무 달아용아메리카노랑 같이 드시는것을 추천,5.0,21,4.6,0
442,타르타르 강남역점,비싸지만 맛잇으니 ㅋㅋ 좋아용,4.0,3,4.0,0
444,타르타르 강남역점,레몬머랭 적당히 맛있어요,5.0,24,2.1,0
445,타르타르 강남역점,조각케잌이랑 아메리카노도 맛있고 직원들이 넘친절해서 좋았어요,4.0,21,4.0,0
447,타르타르 강남역점,유자 크림치즈 타르트가 특히 맛있었어요 카페 내부는 조금 붐빕니다,4.0,911,3.7,0
448,타르타르 강남역점,달달한 타르트 먹고 싶을 때 찾는 곳브랜드 체인점 답게 맛은 일정한 것 같아요,4.0,44,3.8,0
449,타르타르 강남역점,여기서 살고싶다,5.0,537,3.7,0
450,카페더나인스퀘어 강남본점,지저분 해요 특히 화장실 ,2.0,74,4.4,1
452,카페더나인스퀘어 강남본점,다음에 또 오고 싶어요,5.0,180,4.5,0
453,카페더나인스퀘어 강남본점,여기 눈에 글리터 붙인 걸그룹 처럼 생긴 예쁜 알바생 있는데 쩌렁쩌렁한 목소리로 로봇 말투로 말하는게 너무 귀여워요ㅋㅋㅋㅋ,5.0,50,2.8,0
454,카페더나인스퀘어 강남본점,분위기 좋은 카페,5.0,5,5.0,0
456,카페더나인스퀘어 강남본점,조용하고좋아요 주말 남자알바생도 친절합니다 크로플도 맛있었어요,5.0,6,5.0,0
457,카페더나인스퀘어 강남본점,카페 넓고 좋은데 음악소리다 다른곳보다 큰거같아용,4.0,2,4.5,0
458,카페더나인스퀘어 강남본점,카페 더나인 한번식 가는 손님인데요정말 카페가 이쁘게 잘 꾸며져 있고직원들도 친절하고 그래서나름 괜찮은 카페구나 하고생각하는 사람중에 한명입니다다만 어제 저녁 시 분경에나이 많은 백발할아버지께서 어떤 한 직원분에게 큰소리로 많이 뭐라고 하시는 것 같던데 만약 사장님 이시라면 직원분께 조금만 더 친절하게 대해주신다면 더 좋은 카페운영이 되지않을까 생각되서 글남겨 봅니다,1.0,1,1.0,1
459,카페더나인스퀘어 강남본점,깨끗하고 맛있었음사장님도 친절하시고 위치도 좋아 자주 이용할것 같음,5.0,1,5.0,0
460,카페더나인스퀘어 강남본점,콘센트 많고 층이라 넓어요 손님들이 워낙 많아서 그런지 인터넷은 형편 없어요 ㅠㅠ 없다고 봐야할 정도,4.0,162,3.6,0
461,카페더나인스퀘어 강남본점,치아바타샌드위치 시켰는데 양상추 상태 안좋을걸 넣어놨더라고요 맛간 부분 잘라서 넣던지 이건 아닌듯합니다,1.0,2,1.0,1
462,카페더나인스퀘어 강남본점,별 개도 아까움 사장 마인드가 거지같아요 장사할 마음 없으신 듯시까지 오픈이라고 써놓고는 시부터 가게 불 끄기 시작 이때부터 조명 너무 어두워서 뭐하는 건가 싶음 사장이 다 마시지도 않은 음료수컵 가져가도 되냐고 하길래 시까지 아니냐고 하니 직원들이 집 가려면 늦어도 에는 나가야 한다고 함 직원들은 홀정리 시키고 시에 본인이 닫으려나 보다 하고 이것도 마음에 안 들지만 우선 원샷함매장 불 전소 아예 깜깜함 열 받아서 뭐하시냐고 하니까 아까 에 문 닫는다고 했잖아 당당하게 소리침고객 입장에서는 앞에 시까지 써논거 보고 시간 계산해서 들어온 건데 이런게 어딨냐고 따지니까아까 그래서 말 했잖아황당해서 직원들 퇴근이라고 했지 문 닫는다는 소리 아니었지 않나 앞에 오픈 시간을 바꾸시던지 하라고 하니까 ㅋㅋㅋㅋㅋㅋㅋㅋ이 정신 나간 사장이란 늙은이 하는 말집도 없어 집에 가서 하면 되지 당신 언제까지나 기다려줘야 해 직원들 가면 사장도 가는거지 당신 때문에 기다려야 돼 집도 없어  계속 이러고 따짐열 받아서 부들부들 몸이 다 떨리더군요가게 불을 다 꺼버리다니 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ어이상실,1.0,3,1.0,1
463,노티드 강남 카카오,알러뷰,5.0,12,5.0,0
464,노티드 강남 카카오,우유생크림 도넛이 제일 맛있어요 크림 많은데 엄청 달지도 않고 좋아요 ,5.0,33,5.0,0
465,노티드 강남 카카오,남자 직원에게 계산 후 움직이는데사람이 끝도 없네 미치겠다 정말이라고 크게 말 하더군요손님들 들으라고 일부러 그러는 거 맞죠 ,2.0,1,2.0,1
466,노티드 강남 카카오,스티커와 컬러링북 등 손님을 위한 준비는 되어있는데 직원들의 서비스가 엉망인 곳홀케이크 하나 밖에 안남아서 일단 결제한 뒤 보관하고 있다가 매장에서 커피 다 먹은 후에 나갈 때 주실 수 있는지 정중히 여쭤봤는데 안된다고 함다른데 갔다오는 것도 아니고 음료를 주문안하고 자리만 차지하고 있겠다는 것도 아니고 나중에 나갈때 결제할테니까 먼저 찜해달라고 한것도 아닌데 정책상 그렇게 할 수가 없다고 함노티드 정책 들먹이는데 그냥 귀찮아하는게 보였음,1.0,38,3.2,1
467,노티드 강남 카카오,카카오프렌즈샵을 지나 가게가 있어서 구경하고 사먹기 괜찮아요 가격이 너무 비싸지만ㅠ 맛있고 위치도 좋아 종종 방문했네요,4.0,15,4.6,0
468,노티드 강남 카카오,평이 갈려서 기대안했는데 완전 맛있어요 아직 가지만 먹어봤지만 기본적으로 크림이 담백한편인데 밀크티도 담백한 스타일에 살짝 향이 진하니 끊임없이 들어갈것같은 느낌 기본 우유크림도넛이면 과장 안보태고 개는 한번에 흡입할수있을듯 단 먹기는 좀 불편함 포크로 먹는거 아님 손에 안묻히고 먹는 사람이 있을까 의문 그래도 손씻는곳 물티슈 다 잘 준비해둬서 괜찮아요먹은거 밀크티 우유 생크림 도넛 멜론필드 도넛,5.0,13,4.3,0
471,노티드 강남 카카오,분명 라즈베리 크런치를 달라했는데 그냥 라즈베리로 담아주셨네요 도넛 픽업하는곳에서 포장하는데는 저멀리라 보이지도 않았고 받고나서 박스 뜯어 확인해보지 않은 제 잘못이겠죠 사람도 별로 없었고 바쁘지도 않은시간인데 아쉽네요,1.0,2,3.0,1
472,노티드 강남 카카오,자리가 협소해요 노티드는 크림 범벅이고 너무 인공적인 맛 엄마랑 같이 왔는데 맛없다고 ㅠㅠ 랜디스도넛 가로수길점이 제일 맛있긴 해요,2.0,785,3.6,1
473,노티드 강남 카카오,방문 때 마다 항상 좋아요 웨이팅은 평일에도 있는 편이었지만 타이밍 좋을 땐 바로 주문할 수 있었어요포장도 깔끔히 해주시고 도넛도 맛있어요,5.0,11,4.7,0
474,노티드 강남 카카오,내사랑 우유생크림 도넛 늦게가도 이것만큼은 남아있어서 좋아요,5.0,24,4.2,0
475,노티드 강남 카카오,박스 관리좀 제대로 해야될거같음 다 찢어지고 묻어있음 직원들 떠드는 소리때문에 주문받는 사람 목소리도 안들려요  가서 바꿔달라했더니 똥씹은표정  대답도안하고 박스만 바꿔줌 박스가 더러우면 안에꺼도 더러워졌을꺼란 생각은 안하나봄,1.0,15,2.1,1
476,노티드 강남 카카오,맛있는데 그렇게 대단한 정도는 아님,3.0,45,4.7,1
477,노티드 강남 카카오,내부 인테리어 귀여워요 음료 맛은 그닥도너츠 솔드아웃되서 음료마시려는데 직원분 주문안내보다 휴대폰 보고 있어서 좀 불쾌했네요,2.0,17,3.4,1
478,노티드 강남 카카오,맛있고 카카오 프렌즈도 볼 수 있어서 넘 좋아요 ㅎㅎㅎ,4.0,23,4.7,0
479,노티드 강남 카카오,맛나요 노티드도넛,5.0,99,5.0,0
481,노티드 강남 카카오,군침이 사악 돌아요,5.0,290,5.0,0
483,노티드 강남 카카오,언제 먹어도 맛있어요도넛집이 늘어나서 편범하긴 하지만 단 건 좋아하는데 덜 달게 먹고 싶은 사람에게는 노티드가 최고예요 딸기 크로아상은 사랑입니다,4.0,8,3.9,0
484,노티드 강남 카카오,짱짱,5.0,14,5.0,0
485,노티드 강남 카카오,너무 느끼해요 음료 없이 시키면 다 남김 진짜로아메리카노나 에이드같은거 무조건 하나는 시켜야 할듯그렇게 맛있다길래 기대하고왔는데 너무 느끼해서 다시는 생각안날듯 ㅠㅠ,4.0,25,4.3,0
486,노티드 강남 카카오,줄만 더럽게 길고 안내도 엉망임,1.0,82,3.6,1
487,노티드 강남 카카오,이걸 왜 줄서서 먹는거지 편의점 도넛이 더 맛있을듯ㅠㅠ,1.0,23,3.7,1
488,노티드 강남 카카오,노티드도넛 너무 맛있어요 웨이팅도 없고 좋아요,5.0,52,4.5,0
489,노티드 강남 카카오,도넛최고,5.0,9,5.0,0
490,노티드 강남 카카오,스마일 케이크 맛나요 가성비 굳,5.0,161,4.4,0
492,노티드 강남 카카오,도넛 크림이 이렇게 촉촉하다니 감동이에요 ㅜ,5.0,128,4.6,0
493,노티드 강남 카카오,제발 주문 확인 제대로좀덜렁 개 시켰는데 그걸 제대로 못해서집에 와서 보니 다른걸 넣어놓음 그것도 더 싼걸로ㅋㅋㅋ,1.0,64,4.2,1
494,노티드 강남 카카오,다른 맛 먹어봐야겠지만 명성 대비 실망스러움,2.0,190,3.3,1
495,노티드 강남 카카오,카카오 덕에 더 귀염뽀짝하구 도넛도 맛있어요 바닐라랑 우유크림 최고,5.0,22,3.6,0
496,노티드 강남 카카오,레몬 얼그레이 카야 맛있음패키지도 이쁘고 선물하기도 좋음디저트로 기분좋게 사먹기 딱임,5.0,136,4.1,0
497,노티드 강남 카카오,직원이 싸가지 없음,1.0,13,3.4,1
498,노티드 강남 카카오,냨밐이거먹을라고 환승버스 두대 보냈다,5.0,109,4.7,0
499,노티드 강남 카카오,도넛이랑 케이크 둘 다 먹어봤는데 맛있어요 다른 지점은 케이크 예약해야 하는 것 같던데 여기는 당일 주문 가능합니다 오후 두시에 갔는데 남아있었어요 코로나에 방문해줘서 고맙다고 도넛 쿠폰 주더라구요 안에는 사람이 워낙 많고 편하게 즐길 분위기는 아니라 테이크아웃하는게 나을 것 같아요 평일에도 줄이 꽤 깁니다 종종 도넛 테이크아웃해서 먹을 것 같아요,5.0,389,3.9,0
500,노티드 강남 카카오,맛있고 사람이 진짜 엄청 많다 자리가 아쉬움,4.0,333,3.9,0
501,노티드 강남 카카오,우유크림도넛이랑 앙버터 맛있었어요 사람이 많을뿐,5.0,188,3.9,0
502,노티드 강남 카카오,가격이 좀 있지만 확실히 맛있어요 특히 오레오짱짱 가게 내부가 깔끔하고 이뻐서 앉아서 먹기도 좋을듯,5.0,160,3.8,0
503,노티드 강남 카카오,전국 노티드 도장깨기 중인데요 여긴 빵이 별로 안쫄 탱하고 크림양이 다른 지점보다 적은 느낌 레몬도넛 크림 존맛이네요 레몬 싫어하는 나를 이렇게 만들다니 책임지라구쿠앤크 도넛은 쿠앤크 아이스크림 생크림으로 해갖고 넣어둔 맛  크림치즈 맛도 약간 나욤,4.0,83,4.3,0
504,노티드 강남 카카오,케이크 너무 긔여워요 망고생크림 존맛,5.0,2,3.0,0
505,노티드 강남 카카오,일 처리 너무 느려요대기하는 줄 짧아도 포장 기본 몇십분 감수해야될듯요ㅠ 너무 응대 느려요,1.0,4,3.0,1
506,노티드 강남 카카오,이제 최소배달가능금액 안맞추고 먹을 수 잇다,5.0,42,4.3,0
507,카페로비,커피맛인 그냥그런데 조용해서좋았어요,4.0,142,3.0,0
508,카페로비,시그니처 가지 메뉴 모두 아이스만 가능합니다음료 맛은 쏘쏘한것에 비해 가격이 너무 비싸게 느껴져요그리고 내부온도랑 외부온도랑 차이가 없어요진짜 너무너무 추움,2.0,108,3.4,1
511,카페로비,디저트 맛나용,5.0,112,4.2,0
513,카페로비,인테리어가 참 마음에 드네요 취저,5.0,146,4.9,0
514,카페로비,장소가 좁긴 하지만 사진 잘 나오고 맛도 나쁘지 않네요,4.0,57,4.3,0
515,카페로비,흑임자라떼 아메리카노 둘다 맛있어요,5.0,60,4.0,0
516,카페로비,공간이 너무 예쁘게 꾸며져 있어서 지인들과 힐링하고 인생샷도 남기고 왔습니다다만 좌석이 조금 불편하긴 했어용,4.0,6,3.0,0
517,카페로비,인테리어가 아기자기한게  너무 제 취향이에요 ㅠㅠㅜ커피맛도 좋았어요,4.0,143,4.4,0
522,카페로비,의자는 크게불편하지 않지만 너무추워요보일러좀 틀었으면,2.0,23,2.2,1
523,카페로비,요즘 유행하는 분위기의자와 테이블이의자가 살짝 불편했지만 밀푀유 맛있어서 좋아요,4.0,217,4.5,0
524,카페로비,분위기 커피 디저트 다 좋아요,5.0,37,4.5,0
525,카페로비,진짜 너무너무 친절한 직원들이었음 기억에 박힐 정도로에끌레어 짱 맛있다 커피도 맛있음,5.0,38,4.2,0
526,카페로비,커피 디저트 예술,5.0,179,4.4,0
529,카페로비,처음으로 이런거 해볼정도로 너무너무 친절 맛있고 단골카페 하고싶움,5.0,9,3.0,0
530,쿄베이커리 더인피닛카페,빵 커피 대체적으로 괜찮고 손도 빨라서 자주 갑니다 근데 바빠서 그런지 직원들이 짜증이 많아요 여유있을땐 친절하던 분들도 바쁜 시간대엔 같은 사람 맞나 싶을정도로 쌀쌀맞아요 일 로딩이 많이 센거같은데 직원 충원 좀 더 하심이,4.0,11,3.5,0
531,쿄베이커리 더인피닛카페,분위기 좋아요,4.0,4,4.8,0
532,쿄베이커리 더인피닛카페,호랑이소금빵나머지 명란감태바게트는 처음엔 좀 별로였는데 자꾸만 손이 가고 떠오르는 맛 친절하고 시까지 하는 것이 장점,4.0,"1,240",3.6,0
533,쿄베이커리 더인피닛카페,커피 맛없음 빵도 별로임 바파가는게 더 나을듯,2.0,67,3.2,1
534,쿄베이커리 더인피닛카페,야 소금빵은 먹어봤니,5.0,150,4.9,0
535,쿄베이커리 더인피닛카페,강남오면 무조건 가는 카페임당 ㅎㅎ소금빵 진짜 맛있어요 가격도 좋구요,5.0,3,5.0,0
536,쿄베이커리 더인피닛카페,저 사장님ㅠ 빵 맛 체크 부탁드려요ㅠ개 사서 다  음 입 밖에 못 먹었어요ㅠㅠ아깝지만 어쩔 수 없었어요인테리어는 깔끔해서 점 드려요,5.0,9,5.0,0
539,쿄베이커리 더인피닛카페,남직원 불친절함,1.0,1,1.0,1
540,쿄베이커리 더인피닛카페,답답하다,1.0,299,1.4,1
541,쿄베이커리 더인피닛카페,아기궁둥이 빵 맛있어요 주말 오전에 가니까 붐비지않고 사람 적당했어요 커피도 괜찮습니다,4.0,274,3.6,0
542,쿄베이커리 더인피닛카페,역시 수요미식회 나온 곳은 믿거인듯 소금빵 퍼석하고 별로예요,2.0,89,3.2,1
543,쿄베이커리 더인피닛카페,전화로 문의하는데 남자  싸가지없음,1.0,4,1.0,1
544,쿄베이커리 더인피닛카페,꿀맛 카야잼앙버터,5.0,9,5.0,0
546,쿄베이커리 더인피닛카페,본 시오빵 정말 맛있었구요 블랙시오빵도 맛있긴 한데 일부러 찾아가서 또 사먹진 않을 것 같아요,5.0,159,4.2,0
547,쿄베이커리 더인피닛카페,당 떨어질때 뺑오쇼콜라와 아이스 아메리카노 드세요ㅋㅋ,4.0,785,3.6,0
548,쿄베이커리 더인피닛카페,공간도 깔끔하고 내부도 밝고 테이블도 넓어서 이용하기 좋았어요 자주 갈 것 같습니당,5.0,52,4.6,0
549,쿄베이커리 더인피닛카페,시오빵이랑 연유별로에용,2.0,203,3.1,1
550,쿄베이커리 더인피닛카페,시오빵이랑 연유바게트 진짜 맛있어요,5.0,304,4.1,0
551,쿄베이커리 더인피닛카페,빵 퀄리티가 매우 뛰어납니다자주 방문하는 좋은 공간,5.0,71,5.0,0
552,쿄베이커리 더인피닛카페,애기궁둥이빵인지 이름이 정확히 기억은 안나는데 블로그에서 시그니처빵이라고 소개된 글 보고 갔습니다 맛있게 잘 먹어서 다음번에는 다른빵도 먹어보려구요 바닐라라떼는 단맛이 강해서 좋았습니다,5.0,37,4.2,0
553,쿄베이커리 더인피닛카페,생각보다빵이그저그래요밀크티맛집임근데얼음이,4.0,323,3.7,0
554,쿄베이커리 더인피닛카페,고구마라떼 먹었는데 맛이 영 빵은 안먹어서 모르겠네요 뭐 맛에는 사람마다 편차가 있는거니까요,2.0,36,3.5,1
555,쿄베이커리 더인피닛카페,장점 베이커리 맛있음 버뮤다 오븐인가에서 직접 토스트 가능 사각 테이블이라 노트북 가능단점 음료 맛이 기억 안남,5.0,59,3.1,0
556,쿄베이커리 더인피닛카페,소금빵 정말 맛있네요 케이크랑 스콘은 아직 먹기전이라ㅎㅎ 갈 때마다 들를것 같아요,5.0,116,4.2,0
557,쿄베이커리 더인피닛카페,숨겨진 점심 샌드위치 최강자 빵도 다 맛있어요 소금빵 개 순식간에 가능,5.0,20,4.1,0
558,쿄베이커리 더인피닛카페,여기 빵 진짜 맛있어요그날 구운빵만 파는 곳 식사빵종류랑 시오빵 최고,5.0,213,3.9,0
560,쿄베이커리 더인피닛카페,중앙테이즐좌석에 사람앉아있는데 앉지말라고 함 여직원 더럽게 불친절하고 주문받는데 말투도 싸가지 없음 라테도 스타벅스에 비해 양도 적고 원 더 비싸고 맛도 없음,1.0,22,1.9,1
561,쿄베이커리 더인피닛카페,빵이 맛있대서 기대했는데 빵순이인 제겐 그저그렇네요그래도 카페 분위기가 좋고 시인 게 좋습니다,4.0,9,4.4,0
562,쿄베이커리 더인피닛카페,커피는 보통이나빵이 맛있고 매장이 정갈하고 시간인게 좋다 직원들도 아주 친절함,5.0,55,4.0,0
564,쿄베이커리 더인피닛카페,조금 비싸지만 맛있다 늦은 시간에 가면 빵이 몇개 없다 ㅠ,5.0,10,4.6,0
565,쿄베이커리 더인피닛카페,직원분 항상 친절하시고 분위기 좋아서 자꾸 가게 돼용 ㅎㅅㅎ,5.0,11,3.4,0
566,쿄베이커리 더인피닛카페,다양한 음료멋진 인테리어분위기 좋은 커피숍,5.0,19,2.9,0
